type,name,barcode,variety,brand,slug,sku,unit,selectedPurchasingUnit,stockLevel,eachUnitQuantity,averageWeightPerUnit,hasShopperNotes,departments,subsAllowed,supportsBothEachAndKgPricing,adId,brandSuggestionId,brandSuggestionName,priceUnitLabel,availabilityStatus,onlineSample,onlineSampleRealProductMapId,isAgeRestricted,isTobaccoProduct,price.originalPrice,price.salePrice,price.savePrice,price.savePercentage,price.canShowSavings,price.hasBonusPoints,price.isClubPrice,price.isSpecial,price.isNew,price.canShowOriginalPrice,price.discount,price.total,price.isTargetedOffer,price.averagePricePerSingleUnit,price.isBoostOffer,price.purchasingUnitPrice,price.orderedPrice,price.isUsingOrderedPrice,price.currentPricingMatchesOrderedPricing,price.extendedListPrice,price.originalAveragePricePerSingleUnit,price.promotionStartDate,price.promotionEndDate,images.small,images.big,quantity.min,quantity.max,quantity.increment,quantity.value,quantity.quantityInOrder,quantity.purchasingQuantityString,size.cupListPrice,size.cupPrice,size.cupMeasure,size.packageType,size.volumeSize,productTag.tagType,productTag.multiBuy,productTag.bonusPoints,productTag.additionalTag.name,productTag.additionalTag.link,productTag.additionalTag.imagePath,productTag.additionalTag.linkTarget,productTag.additionalTag.altText,productTag.targetedOffer,productTag.boostOffer,id,link,positionIndex,headingText,paragraphText,products,image.src,image.alt,mobileImage.src,mobileImage.alt,productTag,content,additionalClassNames,secondaryImage.src,secondaryImage.alt,action.title,action.link,action.underlay,action.class,productTag.multiBuy.quantity,productTag.multiBuy.value,productTag.multiBuy.link,productTag.multiBuy.multiCupValue,productTag.additionalTag
Product,tom & luke snack balls gut apple & chia,9421021173961,gut apple & chia,tom & luke,tom-luke-snack-balls-gut-apple-chia,6069849,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,7.0,7.0,0.0,0.0,True,False,False,False,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6069849.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6069849.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,5.3,5.3,100g,,132g,IsNew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,pic's peanut butter honey,9421904667853,honey,pic's,pic-s-peanut-butter-honey,6078832,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,7.79,5.99,1.8,20.0,True,False,False,True,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6078832.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6078832.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.69,2.07,100g,,290g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths steamed rice pilau,9400597053839,pilau,woolworths,woolworths-steamed-rice-pilau,389996,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.5,2.5,1.0,25.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/389996.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/389996.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.4,1.0,100g,,250g,Other,,,Clearance,,/Content/PromotionTags/clearance-price-lozenge.png,_self,Clearance Price,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,barker's spread berry brownie,9414732218793,berry brownie,barker's,barker-s-spread-berry-brownie,6078218,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,6.5,6.5,0.0,0.0,True,False,False,False,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6078218.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6078218.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.41,2.41,100g,,270g,IsNew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,clif bar nutrition bar white chocolate macadamia,722252161093,white chocolate macadamia,clif bar,clif-bar-nutrition-bar-white-chocolate-macadamia,756172,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,5.0,5.0,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/756172.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/756172.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,7.35,7.35,100g,,68g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,heilala vanilla pure vanilla paste ,9421905244503,,heilala,heilala-vanilla-pure-vanilla-paste,218402,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,11.49,11.49,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/218402.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/218402.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,17.68,17.68,100g,,65g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,almighty snacks chickpea puffs rosemary & thyme,9421905277211,rosemary & thyme,almighty,almighty-snacks-chickpea-puffs-rosemary-thyme,6069913,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,4.0,2.5,1.5,33.0,True,False,False,True,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6069913.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6069913.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.0,2.5,100g,,100g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,trek oat bar biscoff,5060088701492,biscoff,trek,trek-oat-bar-biscoff,6069341,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.99,3.49,0.5,0.0,True,False,False,True,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6069341.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6069341.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,7.98,6.98,100g,,50g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,peak chocolate milk chocolate bite energy + caffeine,9309001859206,energy + caffeine,peak chocolate,peak-chocolate-milk-chocolate-bite-energy-caffeine,6070958,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.99,3.5,0.49,0.0,True,False,True,True,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6070958.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6070958.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,26.6,23.33,100g,,15g,IsClubPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,borges canola oil extra virgin,8410179005881,extra virgin,borges,borges-canola-oil-extra-virgin,334334,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,10.5,10.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/334334.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/334334.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.05,1.05,100mL,,1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,ceres organic kalamata olives pitted,9421035971904,pitted,ceres organic,ceres-organic-kalamata-olives-pitted,6074112,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,9.0,9.0,0.0,0.0,True,False,False,False,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6074112.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6074112.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.65,2.65,100g,,340g,IsNew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,the olive lady olives grilled green pitted,9421000151102,grilled green pitted,the olive lady,the-olive-lady-olives-grilled-green-pitted,6054320,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,8.5,8.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6054320.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6054320.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,23.61,23.61,1kg,,360g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,ceres organics pineapple chunks in juice,9421035972406,in juice,ceres organics,ceres-organics-pineapple-chunks-in-juice,6057982,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,5.49,5.49,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6057982.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6057982.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,12.92,12.92,1kg,can,425g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,pure delish keto cereal strawberry & pistachio,9420000253502,strawberry & pistachio,pure delish keto,pure-delish-keto-cereal-strawberry-pistachio,901827,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,17.59,17.59,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/901827.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/901827.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,5.03,5.03,100g,resealable bag,350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,peak chocolate dark chocolate bite energy + caffeine,9309001859213,energy + caffeine,peak chocolate,peak-chocolate-dark-chocolate-bite-energy-caffeine,6069059,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.99,3.5,0.49,0.0,True,False,True,True,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6069059.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6069059.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,26.6,23.33,100g,,15g,IsClubPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,ashoka mixed pickles ,8901552000680,,ashoka,ashoka-mixed-pickles,32152,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,6.5,6.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/32152.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/32152.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.3,1.3,100g,jar,500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,guylian chocolate box seashells,5410976321019,seashells,guylian,guylian-chocolate-box-seashells,7921902,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,Out of Stock,,0.0,False,False,12.99,9.99,3.0,20.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/7921902.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/7921902.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,10.39,7.99,100g,,125g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,mr porky crispy pork strips pink,5010052112830,pink,mr porky,mr-porky-crispy-pork-strips-pink,164874,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.39,3.39,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/164874.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/164874.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,9.69,9.69,100g,,35g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,a & w root beer ,7818707,,a & w,a-w-root-beer,311832,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,2.76,2.76,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/311832.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/311832.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,7.77,7.77,1L,can,355mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,humara dubai spread pistachio & kunafa,9413000135596,pistachio & kunafa,humara,humara-dubai-spread-pistachio-kunafa,6079447,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,12.99,12.99,0.0,0.0,True,False,False,False,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6079447.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6079447.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.71,3.71,100g,,350g,IsNew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,street kitchen meal kit bulgogi beef,9334279004034,bulgogi beef,street kitchen,street-kitchen-meal-kit-bulgogi-beef,862234,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,6.99,6.99,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/862234.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/862234.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.74,2.74,100g,packet,255g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,ayam sauce pad thai,8886009900426,pad thai,ayam,ayam-sauce-pad-thai,6057775,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,5.0,5.0,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6057775.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6057775.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.5,2.5,100g,,200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,market lane peanuts honey roasted,9400597062039,honey roasted,market lane,market-lane-peanuts-honey-roasted,334133,Kg,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,23.0,23.0,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/334133.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/334133.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.1,100.0,0.05,,,,2.3,2.3,100g,,per kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,mr porky pork scratchings original silver,5010052113073,original silver,mr porky,mr-porky-pork-scratchings-original-silver,164816,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.49,3.49,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/164816.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/164816.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,5.37,5.37,100g,,65g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,heilala vanilla extract ,9421901058272,,heilala,heilala-vanilla-extract,380283,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,9.99,9.99,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/380283.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/380283.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.0,2.0,10mL,,50mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,the happy snack company roasted chickpeas lime and cracked pepper,9318471000735,lime and cracked pepper,the happy snack company,the-happy-snack-company-roasted-chickpeas-lime-and-cracked-pepper,806060,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,5.99,5.99,0.0,0.0,True,False,False,False,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/806060.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/806060.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.99,3.99,100g,,150g,IsNew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,lotte cream cake custard,607279240290,custard,lotte,lotte-cream-cake-custard,777714,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,6.39,6.39,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/777714.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/777714.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.44,4.44,100g,6 pack,144g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,nestlé scorched almonds white chocolate,9300605162853,white chocolate,nestlé,nestl-scorched-almonds-white-chocolate,6065982,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,9.5,8.5,1.0,0.0,True,False,False,True,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6065982.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6065982.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,5.28,4.72,100g,,180g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,mrs rogers bake mix double chocolate brownie,9419740927194,double chocolate brownie,mrs rogers,mrs-rogers-bake-mix-double-chocolate-brownie,6061815,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,7.1,7.1,0.0,0.0,True,False,False,False,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6061815.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6061815.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.42,1.42,100g,,500g,IsNew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,home living scoop general purpose,9312601603100,general purpose,home living,home-living-scoop-general-purpose,260310,Each,,3.0,,,,"[{'id': 11, 'name': 'Household'}]",False,False,,,,,In Stock,,0.0,False,False,5.99,5.99,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/260310.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/260310.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,5.99,5.99,1ea,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,cadbury baking chocolate dark block,9300617313601,dark block,cadbury,cadbury-baking-chocolate-dark-block,6071715,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,6.5,6.5,0.0,0.0,True,False,False,False,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6071715.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6071715.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.94,3.94,100g,,165g,IsNew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,odd nuts mixed nuts mix up,9339687396818,mix up,odd nuts,odd-nuts-mixed-nuts-mix-up,972163,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,22.0,22.0,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/972163.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/972163.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.93,2.93,100g,,750g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,almighty chickpea puffs paprika & lemongrass,9421905277297,puffs paprika & lemongrass,almighty,almighty-chickpea-puffs-paprika-lemongrass,6069862,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,4.0,2.5,1.5,33.0,True,False,False,True,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6069862.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6069862.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.0,2.5,100g,,100g,IsSpecial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,garofalo pasta elicoidali,8000139910180,elicoidali,garofalo,garofalo-pasta-elicoidali,255449,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,6.39,6.39,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/255449.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/255449.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,1.28,1.28,100g,,500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,cadbury chocolate bar wispa,7622210470126,wispa,cadbury,cadbury-chocolate-bar-wispa,701826,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,4.49,4.49,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/701826.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/701826.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,12.47,12.47,100g,,36g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,zero rice low carb,9348100000096,low carb,zero,zero-rice-low-carb,6074350,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,6.5,6.5,0.0,0.0,True,False,False,False,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6074350.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6074350.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.06,4.06,100g,,160g,IsNew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,milklab home barista almond,9315090215021,almond,milklab,milklab-home-barista-almond,895609,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,5.8,5.8,0.0,0.0,True,False,False,False,True,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/895609.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/895609.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,5.8,5.8,1L,,1L,IsNew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,terry's chocolate bar orange,7622210397836,orange,terry's,terry-s-chocolate-bar-orange,479841,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,3.29,3.29,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/479841.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/479841.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,9.4,9.4,100g,,35g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,genevieves salad dressing pepper sauce with brandy,9421902728785,pepper sauce with brandy,genevieves,genevieves-salad-dressing-pepper-sauce-with-brandy,6011847,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,Low Stock,,0.0,False,False,5.0,5.0,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6011847.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6011847.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.0,4.0,100mL,,125mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,"pure delish keto breakfast mix peach, pecan & vanilla",9420000253519,"peach, pecan & vanilla",pure delish,pure-delish-keto-breakfast-mix-peach-pecan-vanilla,318278,Each,,3.0,,,,"[{'id': 7, 'name': 'Pantry'}]",False,False,,,,,In Stock,,0.0,False,False,17.59,17.59,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/318278.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/318278.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,5.03,5.03,100g,,350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
